"Time (ms)","Recording (a.u.)"
1.610038311E0,-7.452253997E-2
1.632714906E0,-9.071567655E-2
1.655391502E0,-1.070888340E-1
1.678068098E0,-1.224998757E-1
1.700744694E0,-1.382243782E-1
1.723421290E0,-1.553692520E-1
1.746097886E0,-1.719328761E-1
1.768774482E0,-1.867237091E-1
1.791451078E0,-2.002333999E-1
1.814127674E0,-2.133725584E-1
1.836804270E0,-2.253269255E-1
1.859480866E0,-2.357213497E-1
1.882157462E0,-2.457257658E-1
1.904834058E0,-2.547224462E-1
1.927510653E0,-2.625684142E-1
1.950187249E0,-2.694663703E-1
1.972863845E0,-2.750115991E-1
1.995540441E0,-2.789585590E-1
2.018217037E0,-2.815230191E-1
2.040893633E0,-2.833220363E-1
2.063570229E0,-2.843999863E-1
2.086246825E0,-2.844912410E-1
2.108923421E0,-2.831011713E-1
2.131600017E0,-2.810631394E-1
2.154276613E0,-2.782099843E-1
2.176953209E0,-2.739239931E-1
2.199629805E0,-2.690783143E-1
2.222306400E0,-2.618321776E-1
2.244982996E0,-2.509000003E-1
2.267659592E0,-2.386620790E-1
2.290336188E0,-2.281821072E-1
2.313012784E0,-2.187314332E-1
2.335689380E0,-2.081304789E-1
2.358365976E0,-1.973870099E-1
2.381042572E0,-1.880815327E-1
2.403719168E0,-1.805057228E-1
2.426395764E0,-1.722739041E-1
2.449072360E0,-1.624370366E-1
2.471748956E0,-1.524902582E-1
2.494425552E0,-1.424579918E-1
2.517102147E0,-1.311515272E-1
2.539778743E0,-1.181419492E-1
2.562455339E0,-1.049514413E-1
2.585131935E0,-9.184530377E-2
2.607808531E0,-7.747663558E-2
2.630485127E0,-6.211283058E-2
2.653161723E0,-4.768652841E-2
2.675838319E0,-3.407984227E-2
2.698514915E0,-1.990035921E-2
2.721191511E0,-4.996755160E-3
2.743868107E0,9.592380375E-3
2.766544703E0,2.335768566E-2
2.789221299E0,3.747343272E-2
2.811897895E0,5.301441997E-2
2.834574490E0,7.034717500E-2
2.857251086E0,8.904471993E-2
2.879927682E0,1.091320664E-1
2.902604278E0,1.291220486E-1
2.925280874E0,1.477773935E-1
2.947957470E0,1.658164859E-1
2.970634066E0,1.834791601E-1
2.993310662E0,2.001786828E-1
3.015987258E0,2.148701549E-1
3.038663854E0,2.289367616E-1
3.061340450E0,2.429622114E-1
3.084017046E0,2.557068169E-1
3.106693642E0,2.669716179E-1
3.129370237E0,2.767957449E-1
3.152046833E0,2.850501537E-1
3.174723429E0,2.911071181E-1
3.197400025E0,2.947415709E-1
3.220076621E0,2.977562547E-1
3.242753217E0,3.013052940E-1
3.265429813E0,3.042359352E-1
3.288106409E0,3.067840934E-1
3.310783005E0,3.109796941E-1
3.333459601E0,3.168488443E-1
3.356136197E0,3.195571303E-1
3.378812793E0,3.170623481E-1
3.401489389E0,3.140789270E-1
3.424165984E0,3.125035465E-1
3.446842580E0,3.096911311E-1
3.469519176E0,3.054240346E-1
3.492195772E0,3.025923669E-1
3.514872368E0,3.021202385E-1
3.537548964E0,3.005846441E-1
3.560225560E0,2.951661944E-1
3.582902156E0,2.882007360E-1
3.605578752E0,2.806830406E-1
3.628255348E0,2.702908516E-1
3.650931944E0,2.563045919E-1
3.673608540E0,2.411465943E-1
3.696285136E0,2.272348255E-1
3.718961731E0,2.132016718E-1
3.741638327E0,1.982556432E-1
3.764314923E0,1.835992038E-1
3.786991519E0,1.695806980E-1
3.809668115E0,1.554484516E-1
3.832344711E0,1.407189369E-1
3.855021307E0,1.269390881E-1
3.877697903E0,1.145360172E-1
3.900374499E0,1.019096822E-1
3.923051095E0,8.849312365E-2
3.945727691E0,7.459444553E-2
3.968404287E0,6.117274240E-2
3.991080883E0,4.832699150E-2
4.013757478E0,3.515744582E-2
4.036434074E0,2.200818434E-2
4.059110670E0,8.413584903E-3
4.081787266E0,-6.671207957E-3
4.104463862E0,-2.243324928E-2
4.127140458E0,-3.880585358E-2
4.149817054E0,-5.624767393E-2
4.172493650E0,-7.422192395E-2
4.195170246E0,-9.177698195E-2
4.217846842E0,-1.079360545E-1
4.240523438E0,-1.234481186E-1
4.263200034E0,-1.391209662E-1
4.285876630E0,-1.554261148E-1
4.308553225E0,-1.720559746E-1
4.331229821E0,-1.886537671E-1
4.353906417E0,-2.052048743E-1
4.376583013E0,-2.200011015E-1
4.399259609E0,-2.330851406E-1
4.421936205E0,-2.456355989E-1
4.444612801E0,-2.580260634E-1
4.467289397E0,-2.700771093E-1
4.489965993E0,-2.814772427E-1
4.512642589E0,-2.919918895E-1
4.535319185E0,-3.014414310E-1
4.557995781E0,-3.097428083E-1
4.580672377E0,-3.164878488E-1
4.603348972E0,-3.220008314E-1
4.626025568E0,-3.260272145E-1
4.648702164E0,-3.279433846E-1
4.671378760E0,-3.276984394E-1
4.694055356E0,-3.268616796E-1
4.716731952E0,-3.263632655E-1
4.739408548E0,-3.240955174E-1
4.762085144E0,-3.197367191E-1
4.784761740E0,-3.145697117E-1
4.807438336E0,-3.091216683E-1
4.830114932E0,-3.042778969E-1
4.852791528E0,-2.993862629E-1
4.875468124E0,-2.932958901E-1
4.898144719E0,-2.871355712E-1
4.920821315E0,-2.802078128E-1
4.943497911E0,-2.715257406E-1
4.966174507E0,-2.622244358E-1
4.988851103E0,-2.517805994E-1
5.011527699E0,-2.398174852E-1
5.034204295E0,-2.274006158E-1
5.056880891E0,-2.152309269E-1
5.079557487E0,-2.026507556E-1
5.102234083E0,-1.895828545E-1
5.124910679E0,-1.767921895E-1
5.147587275E0,-1.650817990E-1
5.170263871E0,-1.545571983E-1
5.192940466E0,-1.435917020E-1
5.215617062E0,-1.316114664E-1
5.238293658E0,-1.186520085E-1
5.260970254E0,-1.059571803E-1
5.283646850E0,-9.409686923E-2
5.306323446E0,-8.191256225E-2
5.329000042E0,-6.914419681E-2
5.351676638E0,-5.467442051E-2
5.374353234E0,-3.859142959E-2
5.397029830E0,-2.248835936E-2
5.419706426E0,-6.660696585E-3
5.442383022E0,9.377604350E-3
5.465059618E0,2.588340640E-2
5.487736213E0,4.349868372E-2
5.510412809E0,6.234543771E-2
5.533089405E0,8.118623495E-2
5.555766001E0,1.002969146E-1
5.578442597E0,1.206533685E-1
5.601119193E0,1.409219801E-1
5.623795789E0,1.595626920E-1
5.646472385E0,1.763907969E-1
5.669148981E0,1.919129193E-1
5.691825577E0,2.062345147E-1
5.714502173E0,2.177775800E-1
5.737178769E0,2.262115180E-1
5.759855365E0,2.335240543E-1
5.782531960E0,2.406804562E-1
5.805208556E0,2.467412204E-1
5.827885152E0,2.512408197E-1
5.850561748E0,2.556590140E-1
5.873238344E0,2.603058517E-1
5.895914940E0,2.625030279E-1
5.918591536E0,2.627569139E-1
5.941268132E0,2.644965649E-1
5.963944728E0,2.685321569E-1
5.986621324E0,2.751375437E-1
6.009297920E0,2.816075981E-1
6.031974516E0,2.852429152E-1
6.054651112E0,2.877369523E-1
6.077327707E0,2.883722782E-1
6.100004303E0,2.854007781E-1
6.122680899E0,2.791159749E-1
6.145357495E0,2.714371681E-1
6.168034091E0,2.638148069E-1
6.190710687E0,2.557750344E-1
6.213387283E0,2.481492758E-1
6.236063879E0,2.411031574E-1
6.258740475E0,2.338429838E-1
6.281417071E0,2.258501649E-1
6.304093667E0,2.163832933E-1
6.326770263E0,2.058963776E-1
6.349446859E0,1.941518784E-1
6.372123454E0,1.807019114E-1
6.394800050E0,1.664485186E-1
6.417476646E0,1.518468559E-1
6.440153242E0,1.370744109E-1
6.462829838E0,1.215290278E-1
6.485506434E0,1.050900668E-1
6.508183030E0,8.840774745E-2
6.530859626E0,7.145735621E-2
6.553536222E0,5.494764447E-2
6.576212818E0,3.969993442E-2
6.598889414E0,2.522254735E-2
6.621566010E0,1.057114825E-2
6.644242606E0,-3.359134775E-3
6.666919201E0,-1.619676314E-2
6.689595797E0,-2.861572057E-2
6.712272393E0,-4.092742503E-2
6.734948989E0,-5.418001488E-2
6.757625585E0,-6.876601279E-2
6.780302181E0,-8.424463868E-2
6.802978777E0,-9.969148785E-2
6.825655373E0,-1.149405688E-1
6.848331969E0,-1.311698854E-1
6.871008565E0,-1.483760774E-1
6.893685161E0,-1.655178368E-1
6.916361757E0,-1.823642403E-1
6.939038353E0,-1.985579431E-1
6.961714948E0,-2.144057751E-1
6.984391544E0,-2.305940092E-1
7.007068140E0,-2.468482107E-1
7.029744736E0,-2.622088492E-1
7.052421332E0,-2.760703564E-1
7.075097928E0,-2.891010344E-1
7.097774524E0,-3.012402058E-1
7.120451120E0,-3.118251562E-1
7.143127716E0,-3.208355606E-1
7.165804312E0,-3.292994499E-1
7.188480908E0,-3.369909227E-1
7.211157504E0,-3.429284096E-1
7.233834100E0,-3.476547301E-1
7.256510695E0,-3.512338400E-1
7.279187291E0,-3.539466858E-1
7.301863887E0,-3.559363782E-1
7.324540483E0,-3.562907279E-1
7.347217079E0,-3.552286625E-1
7.369893675E0,-3.530222476E-1
7.392570271E0,-3.492875099E-1
7.415246867E0,-3.441616893E-1
7.437923463E0,-3.376636505E-1
7.460600059E0,-3.305309713E-1
7.483276655E0,-3.232428730E-1
7.505953251E0,-3.166059256E-1
7.528629847E0,-3.107295036E-1
7.551306442E0,-3.040151298E-1
7.573983038E0,-2.962329984E-1
7.596659634E0,-2.876301110E-1
7.619336230E0,-2.786815166E-1
7.642012826E0,-2.691192627E-1
7.664689422E0,-2.585961819E-1
7.687366018E0,-2.473498434E-1
7.710042614E0,-2.355833501E-1
7.732719210E0,-2.234761119E-1
7.755395806E0,-2.104936689E-1
7.778072402E0,-1.972911507E-1
7.800748998E0,-1.848036051E-1
7.823425594E0,-1.726510227E-1
7.846102190E0,-1.609325409E-1
7.868778785E0,-1.500082016E-1
7.891455381E0,-1.388607770E-1
7.914131977E0,-1.261353791E-1
7.936808573E0,-1.121315658E-1
7.959485169E0,-9.782508016E-2
7.982161765E0,-8.288607001E-2
8.004838361E0,-6.695427746E-2
8.027514957E0,-4.948405921E-2
8.050191553E0,-3.067235276E-2
8.072868149E0,-1.111521292E-2
8.095544745E0,9.056753479E-3
8.118221341E0,2.902596444E-2
8.140897937E0,4.877004027E-2
8.163574532E0,6.783924997E-2
8.186251128E0,8.593702316E-2
8.208927724E0,1.033661216E-1
8.231604320E0,1.192752793E-1
8.254280916E0,1.328025013E-1
8.276957512E0,1.448411047E-1
8.299634108E0,1.567953378E-1
8.322310704E0,1.695940495E-1
8.344987300E0,1.821449101E-1
8.367663896E0,1.926709712E-1
8.390340492E0,2.013505697E-1
8.413017088E0,2.080091089E-1
8.435693684E0,2.133038491E-1
8.458370279E0,2.180195302E-1
8.481046875E0,2.224877477E-1
8.503723471E0,2.266107202E-1
8.526400067E0,2.310087532E-1
8.549076663E0,2.372859418E-1
8.571753259E0,2.449632734E-1
8.594429855E0,2.522395849E-1
8.617106451E0,2.575361729E-1
8.639783047E0,2.621304393E-1
8.662459643E0,2.668786645E-1
8.685136239E0,2.722671628E-1
8.707812835E0,2.790624201E-1
8.730489431E0,2.833728194E-1
8.753166026E0,2.830648124E-1
8.775842622E0,2.802300453E-1
8.798519218E0,2.745232880E-1
8.821195814E0,2.640337944E-1
8.843872410E0,2.501308918E-1
8.866549006E0,2.368449122E-1
8.889225602E0,2.248034328E-1
8.911902198E0,2.118640095E-1
8.934578794E0,1.985982656E-1
8.957255390E0,1.869632900E-1
8.979931986E0,1.771264225E-1
9.002608582E0,1.672353745E-1
9.025285178E0,1.550823152E-1
9.047961773E0,1.408236325E-1
9.070638369E0,1.269161999E-1
9.093314965E0,1.134705022E-1
9.115991561E0,9.823204577E-2
9.138668157E0,8.072452992E-2
9.161344753E0,6.338267028E-2
9.184021349E0,4.742449522E-2
9.206697945E0,3.153180704E-2
9.229374541E0,1.524390560E-2
9.252051137E0,-9.556924342E-4
9.274727733E0,-1.558055729E-2
9.297404329E0,-2.940002829E-2
9.320080925E0,-4.400102049E-2
9.342757520E0,-5.892080441E-2
9.365434116E0,-7.279595733E-2
9.388110712E0,-8.522737026E-2
9.410787308E0,-9.847009927E-2
9.433463904E0,-1.126862466E-1
9.456140500E0,-1.267080605E-1
9.478817096E0,-1.400914192E-1
9.501493692E0,-1.529436558E-1
9.524170288E0,-1.670961827E-1
9.546846884E0,-1.823052764E-1
9.569523480E0,-1.967343986E-1
9.592200076E0,-2.116915882E-1
9.614876672E0,-2.279716283E-1
9.637553267E0,-2.452801019E-1
9.660229863E0,-2.632073164E-1
9.682906459E0,-2.793948054E-1
9.705583055E0,-2.946262360E-1
9.728259651E0,-3.096113801E-1
9.750936247E0,-3.228139281E-1
9.773612843E0,-3.342180848E-1
9.796289439E0,-3.441699445E-1
9.818966035E0,-3.525263667E-1
9.841642631E0,-3.591645956E-1
9.864319227E0,-3.639742136E-1
9.886995823E0,-3.655627370E-1
9.909672419E0,-3.643133640E-1
9.932349014E0,-3.625341952E-1
9.955025610E0,-3.614118695E-1
9.977702206E0,-3.599089980E-1
