"Time (ms)","Recording (a.u.)"
7.166938142E0,-3.529977500E-1
7.187772264E0,-3.619661033E-1
7.208606387E0,-3.711485267E-1
7.229440509E0,-3.787704408E-1
7.250274632E0,-3.841411471E-1
7.271108754E0,-3.881869018E-1
7.291942877E0,-3.916129470E-1
7.312776999E0,-3.936757445E-1
7.333611122E0,-3.944621682E-1
7.354445244E0,-3.948734403E-1
7.375279367E0,-3.948479295E-1
7.396113489E0,-3.937051594E-1
7.416947612E0,-3.920922577E-1
7.437781734E0,-3.910168111E-1
7.458615857E0,-3.900305331E-1
7.479449979E0,-3.885698318E-1
7.500284102E0,-3.858070970E-1
7.521118224E0,-3.813869059E-1
7.541952347E0,-3.760807812E-1
7.562786469E0,-3.687928915E-1
7.583620592E0,-3.562887907E-1
7.604454714E0,-3.375030756E-1
7.625288837E0,-3.159914613E-1
7.646122959E0,-2.947419584E-1
7.666957082E0,-2.734857798E-1
7.687791204E0,-2.524169087E-1
7.708625327E0,-2.323626876E-1
7.729459449E0,-2.138924003E-1
7.750293572E0,-1.964363456E-1
7.771127694E0,-1.781138331E-1
7.791961817E0,-1.579259336E-1
7.812795939E0,-1.362273842E-1
7.833630062E0,-1.140384972E-1
7.854464184E0,-9.233543277E-2
7.875298307E0,-7.169035822E-2
7.896132429E0,-5.195022374E-2
7.916966552E0,-3.307102248E-2
7.937800674E0,-1.513223536E-2
7.958634797E0,3.128597979E-3
7.979468919E0,2.211368270E-2
8.000303042E0,4.065734148E-2
8.021137164E0,5.826142058E-2
8.041971287E0,7.517361641E-2
8.062805409E0,9.190121293E-2
8.083639532E0,1.086055785E-1
8.104473654E0,1.249664724E-1
8.125307777E0,1.410330385E-1
8.146141899E0,1.571241766E-1
8.166976022E0,1.731859148E-1
8.187810144E0,1.889736354E-1
8.208644267E0,2.043468356E-1
8.229478389E0,2.201723009E-1
8.250312512E0,2.374650091E-1
8.271146634E0,2.552034557E-1
8.291980757E0,2.724664509E-1
8.312814879E0,2.896724939E-1
8.333649002E0,3.072466254E-1
8.354483124E0,3.248905540E-1
8.375317247E0,3.411027193E-1
8.396151369E0,3.557475209E-1
8.416985492E0,3.696897924E-1
8.437819614E0,3.823514581E-1
8.458653737E0,3.943488300E-1
8.479487859E0,4.063737988E-1
8.500321982E0,4.161832929E-1
8.521156104E0,4.229451418E-1
8.541990227E0,4.275006056E-1
8.562824349E0,4.290101528E-1
8.583658472E0,4.275669158E-1
8.604492594E0,4.236382246E-1
8.625326717E0,4.177511334E-1
8.646160839E0,4.096154571E-1
8.666994962E0,3.967550695E-1
8.687829084E0,3.819863796E-1
8.708663207E0,3.677971959E-1
8.729497329E0,3.504384458E-1
8.750331452E0,3.306102157E-1
8.771165574E0,3.117326498E-1
8.791999697E0,2.949385047E-1
8.812833819E0,2.799590230E-1
8.833667942E0,2.658915520E-1
8.854502064E0,2.539514303E-1
8.875336187E0,2.438644916E-1
8.896170309E0,2.335032821E-1
8.917004432E0,2.217462063E-1
8.937838554E0,2.086126208E-1
8.958672677E0,1.964025050E-1
8.979506799E0,1.857455373E-1
9.000340922E0,1.744948030E-1
9.021175045E0,1.623100638E-1
9.042009167E0,1.510516107E-1
9.062843290E0,1.416335553E-1
9.083677412E0,1.328820288E-1
9.104511535E0,1.238140315E-1
9.125345657E0,1.146290898E-1
9.146179780E0,1.056772321E-1
9.167013902E0,9.646873921E-2
9.187848025E0,8.737172186E-2
9.208682147E0,7.956708968E-2
9.229516270E0,7.139633596E-2
9.250350392E0,6.182111800E-2
9.271184515E0,5.226768926E-2
9.292018637E0,4.191580787E-2
9.312852760E0,2.942778915E-2
9.333686882E0,1.524690166E-2
9.354521005E0,1.659287373E-4
9.375355127E0,-1.548873074E-2
9.396189250E0,-3.256347403E-2
9.417023372E0,-5.093006790E-2
9.437857495E0,-6.892307848E-2
9.458691617E0,-8.554466069E-2
9.479525740E0,-1.003869325E-1
9.500359862E0,-1.154355034E-1
9.521193985E0,-1.333596855E-1
9.542028107E0,-1.524159461E-1
9.562862230E0,-1.705208868E-1
9.583696352E0,-1.884701699E-1
9.604530475E0,-2.068178505E-1
9.625364597E0,-2.262521088E-1
9.646198720E0,-2.474796176E-1
9.667032842E0,-2.690153718E-1
9.687866965E0,-2.884370685E-1
9.708701087E0,-3.055404723E-1
9.729535210E0,-3.213295937E-1
9.750369332E0,-3.347656429E-1
9.771203455E0,-3.453946114E-1
9.792037577E0,-3.549403250E-1
9.812871700E0,-3.632850051E-1
9.833705822E0,-3.696596026E-1
9.854539945E0,-3.751431406E-1
9.875374067E0,-3.803818226E-1
9.896208190E0,-3.852816224E-1
9.917042312E0,-3.891348541E-1
9.937876435E0,-3.908352256E-1
9.958710557E0,-3.909336329E-1
9.979544680E0,-3.914631903E-1
