"Time (ms)","Recording (a.u.)"
2.267659592E0,-4.199950993E-1
2.290336188E0,-4.042128325E-1
2.313012784E0,-3.860486150E-1
2.335689380E0,-3.646739721E-1
2.358365976E0,-3.395833969E-1
2.381042572E0,-3.104952574E-1
2.403719168E0,-2.796139717E-1
2.426395764E0,-2.477447093E-1
2.449072360E0,-2.128551602E-1
2.471748956E0,-1.766296625E-1
2.494425552E0,-1.430454552E-1
2.517102147E0,-1.122503579E-1
2.539778743E0,-8.298631757E-2
2.562455339E0,-5.569429323E-2
2.585131935E0,-2.784078196E-2
2.607808531E0,1.135573722E-3
2.630485127E0,2.598467469E-2
2.653161723E0,4.656269774E-2
2.675838319E0,6.717450172E-2
2.698514915E0,8.653663844E-2
2.721191511E0,1.017616764E-1
2.743868107E0,1.155790761E-1
2.766544703E0,1.300345808E-1
2.789221299E0,1.447999328E-1
2.811897895E0,1.616864502E-1
2.834574490E0,1.825260073E-1
2.857251086E0,2.075465024E-1
2.879927682E0,2.350184023E-1
2.902604278E0,2.636463642E-1
2.925280874E0,2.936021090E-1
2.947957470E0,3.228697181E-1
2.970634066E0,3.482102156E-1
2.993310662E0,3.694428205E-1
3.015987258E0,3.886144757E-1
3.038663854E0,4.056966901E-1
3.061340450E0,4.180426598E-1
3.084017046E0,4.275970161E-1
3.106693642E0,4.364598989E-1
3.129370237E0,4.414845109E-1
3.152046833E0,4.453809857E-1
3.174723429E0,4.476751685E-1
3.197400025E0,4.454211295E-1
3.220076621E0,4.430852830E-1
3.242753217E0,4.377276897E-1
3.265429813E0,4.261884093E-1
3.288106409E0,4.114089906E-1
3.310783005E0,3.923670650E-1
3.333459601E0,3.686662018E-1
3.356136197E0,3.435050249E-1
3.378812793E0,3.186073303E-1
3.401489389E0,2.938992381E-1
3.424165984E0,2.708665133E-1
3.446842580E0,2.507482171E-1
3.469519176E0,2.345115244E-1
3.492195772E0,2.226559520E-1
3.514872368E0,2.133506536E-1
3.537548964E0,2.046905309E-1
3.560225560E0,1.966719180E-1
3.582902156E0,1.900004447E-1
3.605578752E0,1.831004918E-1
3.628255348E0,1.749139428E-1
3.650931944E0,1.668700278E-1
3.673608540E0,1.584296227E-1
3.696285136E0,1.484759450E-1
3.718961731E0,1.382649392E-1
3.741638327E0,1.276710927E-1
3.764314923E0,1.159185916E-1
3.786991519E0,1.037742496E-1
3.809668115E0,9.036031365E-2
3.832344711E0,7.511724532E-2
3.855021307E0,6.000220031E-2
3.877697903E0,4.549966007E-2
3.900374499E0,2.954617143E-2
3.923051095E0,1.154019032E-2
3.945727691E0,-6.864240859E-3
3.968404287E0,-2.598408982E-2
3.991080883E0,-4.633131623E-2
4.013757478E0,-6.779140979E-2
4.036434074E0,-9.111301601E-2
4.059110670E0,-1.151394993E-1
4.081787266E0,-1.383954883E-1
4.104463862E0,-1.586464792E-1
4.127140458E0,-1.758776009E-1
4.149817054E0,-1.933037341E-1
4.172493650E0,-2.112829685E-1
4.195170246E0,-2.281246185E-1
4.217846842E0,-2.443024516E-1
4.240523438E0,-2.631773651E-1
4.263200034E0,-2.837547064E-1
4.285876630E0,-3.039319217E-1
4.308553225E0,-3.255699277E-1
4.331229821E0,-3.475614190E-1
4.353906417E0,-3.667125106E-1
4.376583013E0,-3.832321763E-1
4.399259609E0,-3.993726969E-1
4.421936205E0,-4.150494039E-1
4.444612801E0,-4.293968976E-1
4.467289397E0,-4.404843450E-1
4.489965993E0,-4.486644864E-1
4.512642589E0,-4.578363895E-1
4.535319185E0,-4.668541551E-1
4.557995781E0,-4.751866460E-1
4.580672377E0,-4.837036729E-1
4.603348972E0,-4.889720082E-1
4.626025568E0,-4.916249514E-1
4.648702164E0,-4.950531721E-1
4.671378760E0,-4.981541038E-1
4.694055356E0,-4.993036985E-1
4.716731952E0,-4.992311001E-1
4.739408548E0,-4.981332421E-1
4.762085144E0,-4.948886633E-1
4.784761740E0,-4.888280034E-1
4.807438336E0,-4.803940058E-1
4.830114932E0,-4.700407684E-1
4.852791528E0,-4.564266205E-1
4.875468124E0,-4.387941360E-1
4.898144719E0,-4.187359810E-1
4.920821315E0,-3.972179890E-1
4.943497911E0,-3.732365370E-1
4.966174507E0,-3.452718854E-1
4.988851103E0,-3.155956268E-1
5.011527699E0,-2.863335013E-1
5.034204295E0,-2.548240125E-1
5.056880891E0,-2.203218639E-1
5.079557487E0,-1.858874559E-1
5.102234083E0,-1.531902254E-1
5.124910679E0,-1.200956255E-1
5.147587275E0,-8.624772727E-2
5.170263871E0,-5.592407286E-2
5.192940466E0,-3.195579723E-2
5.215617062E0,-1.117067784E-2
5.238293658E0,9.301922284E-3
5.260970254E0,2.791324444E-2
5.283646850E0,4.465151206E-2
5.306323446E0,6.188178062E-2
5.329000042E0,8.115632832E-2
5.351676638E0,1.013282537E-1
5.374353234E0,1.225591227E-1
5.397029830E0,1.460193694E-1
5.419706426E0,1.704337895E-1
5.442383022E0,1.928783059E-1
5.465059618E0,2.140105814E-1
5.487736213E0,2.378550470E-1
5.510412809E0,2.616367340E-1
5.533089405E0,2.839245796E-1
5.555766001E0,3.063188791E-1
5.578442597E0,3.300917745E-1
5.601119193E0,3.553403616E-1
5.623795789E0,3.769498467E-1
5.646472385E0,3.954108059E-1
5.669148981E0,4.113457799E-1
5.691825577E0,4.226519763E-1
5.714502173E0,4.311807156E-1
5.737178769E0,4.377539158E-1
5.759855365E0,4.385270476E-1
5.782531960E0,4.334027767E-1
5.805208556E0,4.286459684E-1
5.827885152E0,4.230822921E-1
5.850561748E0,4.143491387E-1
5.873238344E0,4.042550325E-1
5.895914940E0,3.931301832E-1
5.918591536E0,3.812437654E-1
5.941268132E0,3.651284575E-1
5.963944728E0,3.411599696E-1
5.986621324E0,3.151777983E-1
6.009297920E0,2.925468385E-1
6.031974516E0,2.705323100E-1
6.054651112E0,2.497532815E-1
6.077327707E0,2.340146005E-1
6.100004303E0,2.220334262E-1
6.122680899E0,2.098886967E-1
6.145357495E0,1.978606433E-1
6.168034091E0,1.876783669E-1
6.190710687E0,1.779779196E-1
6.213387283E0,1.672932059E-1
6.236063879E0,1.566787958E-1
6.258740475E0,1.479422152E-1
6.281417071E0,1.405678093E-1
6.304093667E0,1.336288154E-1
6.326770263E0,1.264962852E-1
6.349446859E0,1.186227649E-1
6.372123454E0,1.104381233E-1
6.394800050E0,9.988975525E-2
6.417476646E0,8.520378172E-2
6.440153242E0,6.902077794E-2
6.462829838E0,5.304469168E-2
6.485506434E0,3.567903489E-2
6.508183030E0,1.666118763E-2
6.530859626E0,-2.534630010E-3
6.553536222E0,-2.285766602E-2
6.576212818E0,-4.446622729E-2
6.598889414E0,-6.603139639E-2
6.621566010E0,-8.746849746E-2
6.644242606E0,-1.072952747E-1
6.666919201E0,-1.240329370E-1
6.689595797E0,-1.416737139E-1
6.712272393E0,-1.644813418E-1
6.734948989E0,-1.859395206E-1
6.757625585E0,-2.005876899E-1
6.780302181E0,-2.155026048E-1
6.802978777E0,-2.358684838E-1
6.825655373E0,-2.565381825E-1
6.848331969E0,-2.732809186E-1
6.871008565E0,-2.901115417E-1
6.893685161E0,-3.090243042E-1
6.916361757E0,-3.262123764E-1
6.939038353E0,-3.434269726E-1
6.961714948E0,-3.651242852E-1
6.984391544E0,-3.879144192E-1
7.007068140E0,-4.049029052E-1
7.029744736E0,-4.160179496E-1
7.052421332E0,-4.290981591E-1
7.075097928E0,-4.451873302E-1
7.097774524E0,-4.568643272E-1
7.120451120E0,-4.648481905E-1
7.143127716E0,-4.739245474E-1
7.165804312E0,-4.829673171E-1
7.188480908E0,-4.901971817E-1
7.211157504E0,-4.968645275E-1
7.233834100E0,-5.045236945E-1
7.256510695E0,-5.112307072E-1
7.279187291E0,-5.150578022E-1
7.301863887E0,-5.160644054E-1
7.324540483E0,-5.145806074E-1
7.347217079E0,-5.120149255E-1
7.369893675E0,-5.070666075E-1
7.392570271E0,-4.981706738E-1
7.415246867E0,-4.879494905E-1
7.437923463E0,-4.787705243E-1
7.460600059E0,-4.682564735E-1
7.483276655E0,-4.516290426E-1
7.505953251E0,-4.295460582E-1
7.528629847E0,-4.061879516E-1
7.551306442E0,-3.792346716E-1
7.573983038E0,-3.466588259E-1
7.596659634E0,-3.144386113E-1
7.619336230E0,-2.849720120E-1
7.642012826E0,-2.532848418E-1
7.664689422E0,-2.175018489E-1
7.687366018E0,-1.827428639E-1
7.710042614E0,-1.516850293E-1
7.732719210E0,-1.211459935E-1
7.755395806E0,-8.975386620E-2
7.778072402E0,-6.152009591E-2
7.800748998E0,-3.911249340E-2
7.823425594E0,-1.860486716E-2
7.846102190E0,1.414697617E-3
7.868778785E0,1.970526762E-2
7.891455381E0,3.596259654E-2
7.914131977E0,5.223549157E-2
7.936808573E0,7.462269813E-2
7.959485169E0,1.011013836E-1
7.982161765E0,1.264244765E-1
8.004838361E0,1.525058746E-1
8.027514957E0,1.780593991E-1
8.050191553E0,1.996629536E-1
8.072868149E0,2.192868590E-1
8.095544745E0,2.400998771E-1
8.118221341E0,2.641130090E-1
8.140897937E0,2.886519432E-1
8.163574532E0,3.089828491E-1
8.186251128E0,3.271513581E-1
8.208927724E0,3.453485072E-1
8.231604320E0,3.623207211E-1
8.254280916E0,3.774089217E-1
8.276957512E0,3.918933868E-1
8.299634108E0,4.074689746E-1
8.322310704E0,4.223293960E-1
8.344987300E0,4.354667664E-1
8.367663896E0,4.461954832E-1
8.390340492E0,4.529228210E-1
8.413017088E0,4.548237324E-1
8.435693684E0,4.488005638E-1
8.458370279E0,4.379722476E-1
8.481046875E0,4.262110293E-1
8.503723471E0,4.075431228E-1
8.526400067E0,3.839190602E-1
8.549076663E0,3.599135876E-1
8.571753259E0,3.335910738E-1
8.594429855E0,3.087116182E-1
8.617106451E0,2.874973714E-1
8.639783047E0,2.705174685E-1
8.662459643E0,2.576473057E-1
8.685136239E0,2.462897897E-1
8.707812835E0,2.370897382E-1
8.730489431E0,2.280973792E-1
8.753166026E0,2.171264142E-1
8.775842622E0,2.047385275E-1
8.798519218E0,1.919308454E-1
8.821195814E0,1.811525822E-1
8.843872410E0,1.715764999E-1
8.866549006E0,1.616661549E-1
8.889225602E0,1.530940533E-1
8.911902198E0,1.451254040E-1
8.934578794E0,1.353274435E-1
8.957255390E0,1.241610497E-1
8.979931986E0,1.125369370E-1
9.002608582E0,1.000176296E-1
9.025285178E0,8.762419224E-2
9.047961773E0,7.501271367E-2
9.070638369E0,6.077878177E-2
9.093314965E0,4.522592574E-2
9.115991561E0,2.873024903E-2
9.138668157E0,1.101291552E-2
9.161344753E0,-8.930983022E-3
9.184021349E0,-3.125174344E-2
9.206697945E0,-5.500596017E-2
9.229374541E0,-7.614202797E-2
9.252051137E0,-9.243355691E-2
9.274727733E0,-1.066631377E-1
9.297404329E0,-1.229409724E-1
9.320080925E0,-1.432348490E-1
9.342757520E0,-1.620698273E-1
9.365434116E0,-1.760269105E-1
9.388110712E0,-1.927478760E-1
9.410787308E0,-2.161945999E-1
9.433463904E0,-2.386662662E-1
9.456140500E0,-2.565886974E-1
9.478817096E0,-2.735794783E-1
9.501493692E0,-2.924502194E-1
9.524170288E0,-3.126148283E-1
9.546846884E0,-3.315851092E-1
9.569523480E0,-3.505297005E-1
9.592200076E0,-3.687114716E-1
9.614876672E0,-3.813912570E-1
9.637553267E0,-3.916037679E-1
9.660229863E0,-4.067635536E-1
9.682906459E0,-4.236537814E-1
9.705583055E0,-4.358567595E-1
9.728259651E0,-4.459518194E-1
9.750936247E0,-4.586348832E-1
9.773612843E0,-4.726809859E-1
9.796289439E0,-4.841189981E-1
9.818966035E0,-4.929185510E-1
9.841642631E0,-5.009452701E-1
9.864319227E0,-5.077757835E-1
9.886995823E0,-5.120143890E-1
9.909672419E0,-5.132347345E-1
9.932349014E0,-5.111379027E-1
9.955025610E0,-5.053973198E-1
9.977702206E0,-4.963917732E-1
