Time (s),Frequency (Hz),Speed (m/s)
0.805273309,439.9215463166,-0.0606341121029796
0.855274350688369,439.93674918476,-0.0488826569306733
0.905275392376737,440.067585344485,0.0522170182266613
0.955276434065106,439.438913004112,-0.43412081396693
1.00527747575347,439.764170429162,-0.182329665481471
1.05527851744184,439.72184152891,-0.215076603522584
1.10527955913021,439.810690356105,-0.146347690803559
1.15528060081858,439.725626712812,-0.212148012252857
1.20528164250695,439.825976731937,-0.134525731247597
1.25528268419532,439.755705018686,-0.188878262860248
1.30528372588369,439.763865347291,-0.18256566363783
1.35528476757205,439.836248108489,-0.126582661964183
1.503920254,439.873042137689,-0.0981321177944139
1.55392129568837,439.922655007954,-0.059777092623583
1.60392233737674,439.851063819249,-0.115126017919596
1.65392337906511,439.841828761515,-0.12226718235584
1.70392442075347,439.778412466467,-0.171313005062732
1.75392546244184,439.785222542238,-0.166045451043231
1.80392650413021,439.75858971563,-0.186646716187924
1.85392754581858,439.828048451526,-0.132923597499279
1.90392858750695,439.866832667498,-0.102933182699894
1.95392962919532,439.895978030917,-0.0803996200340729
2.00393067088369,439.874899016516,-0.0966964345533317
2.05393171257205,439.892316929706,-0.0832300144623988
2.10393275426042,439.836711143173,-0.126224596343558
2.15393379594879,439.82283215968,-0.136957568603155
2.106646928,439.87790248775,-0.0943742659729807
2.15664796968837,439.816190128988,-0.142094260163046
2.20664901137674,439.809491222259,-0.147275094613897
2.25665005306511,439.91600393303,-0.0649184446908269
2.30665109475347,439.845344794948,-0.119548314742857
2.35665213644184,439.862133387797,-0.106566682128002
2.40665317813021,439.751855230902,-0.191856431052662
2.45665421981858,439.837696164518,-0.125462879932678
2.50665526150695,439.86152119243,-0.107040039433897
2.55665630319532,439.777875352678,-0.171728466396504
2.60665734488369,439.834048230292,-0.128283842344095
2.65665838657205,439.836890871814,-0.126085612039661
2.78954934,439.88134132002,-0.0917155319029872
2.83955038168837,439.875541050526,-0.0962000358559978
2.88955142337674,439.866247836098,-0.103385372145337
2.93955246506511,439.972275734167,-0.0214246462855483
2.98955350675347,439.946549864666,-0.0413073952258181
3.03955454844184,439.895004609499,-0.0811521667587201
3.08955559013021,439.880630174424,-0.0922653508971116
3.13955663181858,439.892659208326,-0.0829653971375866
3.18955767350695,439.810041689925,-0.146849365187776
3.23955871519532,439.931067412298,-0.0532744367352356
3.28955975688369,439.970236021749,-0.0230009936508857
3.33956079857205,439.758279211105,-0.186886915175011
3.38956184026042,439.951236227171,-0.0376852737230493
3.43956288194879,439.983731240779,-0.0125717787785051
3.399805911,439.903222113235,-0.0747993646012413
3.44980695268837,439.799952332853,-0.154652601641114
3.49980799437674,439.841337554931,-0.122647024546283
3.54980903606511,439.938102883761,-0.0478363192076392
3.59981007775347,439.858373738011,-0.10947371233875
3.64981111944184,439.877085875755,-0.0950056358588158
3.69981216113021,439.840446566709,-0.123336013644173
3.74981320281858,439.976353609906,-0.0182731925613178
3.79981424450695,439.88459314129,-0.0892014236765171
3.84981528619532,439.862497863486,-0.10628486547922
3.89981632788369,439.95350871895,-0.035928877128466
3.94981736957205,439.888190660879,-0.0864200860771325
4.101960148,440.05481524695,0.0423519600677547
4.15196118968837,439.866978331414,-0.102820556093701
4.20196223137674,439.854517398033,-0.11245555680842
4.25196327306511,439.895812258271,-0.0805277777161528
4.30196431475347,439.937657762325,-0.0481803738224729
4.35196535644184,439.895002142479,-0.0811540740019989
4.40196639813021,439.881963712615,-0.0912343333471988
4.45196743981858,440.013325935057,0.0102970015956627
4.50196848150695,439.957822366454,-0.0325949322337271
4.55196952319532,439.995476798321,-0.00349523722822376
4.60197056488369,439.905689034862,-0.0728922788366981
4.65197160657205,439.944939954058,-0.042551723909372
4.70197264826042,439.932562534727,-0.0521187567036829
4.75197368994879,439.96956298799,-0.0235211363558019
4.802312718,439.872596852848,-0.0984764005341221
4.85231375968837,439.891729029445,-0.083684524075478
4.90231480137674,439.974280563471,-0.0198752718193385
4.95231584306511,439.792132003235,-0.160701189851116
5.00231688475347,439.587611675364,-0.318962651931232
5.05231792644184,439.554479052575,-0.344615125868226
5.10231896813021,439.540310177252,-0.355586361741076
5.15232000981858,439.45628909988,-0.420660053402573
5.20232105150695,439.357855135793,-0.496928076460326
5.25232209319532,439.285319606788,-0.553151500508839
5.30232313488369,438.850312664772,-0.890722149891903
5.35232417657205,439.090070234605,-0.704584642665402
5.40232521826042,439.165909880227,-0.645748302276288
5.45232625994879,439.225943092631,-0.599188988365453
5.503851173,438.89044540296,-0.859550639447653
5.55385221468837,439.259165959107,-0.573428156822788
5.60385325637674,439.199219230048,-0.619913355631732
5.65385429806511,439.218239980196,-0.60516249677014
5.70385533975347,439.232245297794,-0.594301992953659
5.75385638144184,439.228361339538,-0.597313761244727
5.80385742313021,439.758921589698,-0.186389986600966
5.85385846481858,439.72477777809,-0.2128048274247
5.90385950650695,440.102983761115,0.07955973958647
5.95386054819532,439.925683551203,-0.0574360478047886
6.00386158988369,440.400155198516,0.308929880903404
6.05386263157205,440.572616504967,0.441901299343639
6.10386367326042,440.615875150656,0.475238326697713
6.15386471494879,440.582786501568,0.449739337540935
6.103881024,440.753290603738,0.581093347981969
6.15388206568837,440.612921498903,0.472962320120187
6.20388310737674,440.516418424038,0.398582792443694
6.25388414906511,440.858457458167,0.662061781596492
6.30388519075347,441.007914884586,0.777063288872817
6.35388623244184,441.381936738409,1.06451680948005
6.40388727413021,441.563152676666,1.20361471930985
6.45388831581858,440.697543313913,0.538157587507622
