"Time (s)","Frequency (Hz)","Speed (m/s)"
8.105785180E-1,4.397627750E2,-1.834090991E-1
8.605795597E-1,4.398008037E2,-1.539941054E-1
9.105806014E-1,4.398231810E2,-1.366877633E-1
9.605816431E-1,4.395568273E2,-3.427969196E-1
1.010582685E0,4.398404029E2,-1.233697794E-1
1.060583726E0,4.398743851E2,-9.709378045E-2
1.110584768E0,4.397808727E2,-1.694100446E-1
1.160585810E0,4.397967310E2,-1.571440908E-1
1.210586852E0,4.398862598E2,-8.791290150E-2
1.260587893E0,4.397924275E2,-1.604725977E-1
1.310588935E0,4.397818107E2,-1.686844570E-1
1.360589977E0,4.398216553E2,-1.378676897E-1
1.510834786E0,4.397921621E2,-1.606779485E-1
1.560835828E0,4.398366657E2,-1.262597665E-1
1.610836869E0,4.398445045E2,-1.201980629E-1
1.660837911E0,4.397949455E2,-1.585250962E-1
1.710838953E0,4.398346453E2,-1.278221342E-1
1.760839994E0,4.397635327E2,-1.828229779E-1
1.810841036E0,4.398832496E2,-9.024019957E-2
1.860842078E0,4.398392521E2,-1.242596660E-1
1.910843120E0,4.398594735E2,-1.086233689E-1
1.960844161E0,4.398357978E2,-1.269309255E-1
2.010845203E0,4.398716350E2,-9.922008214E-2
2.060846245E0,4.397971329E2,-1.568332727E-1
2.110847286E0,4.398366821E2,-1.262470844E-1
2.160848328E0,4.398443780E2,-1.202959074E-1
2.117772659E0,4.398427410E2,-1.215617987E-1
2.167773701E0,4.397979212E2,-1.562235819E-1
2.217774742E0,4.398643738E2,-1.048343926E-1
2.267775784E0,4.398026038E2,-1.526019181E-1
2.317776826E0,4.397848373E2,-1.663434028E-1
2.367777867E0,4.398921669E2,-8.334597142E-2
2.417778909E0,4.398264055E2,-1.341941169E-1
2.467779951E0,4.398824611E2,-9.084980755E-2
2.517780993E0,4.398634362E2,-1.055593519E-1
2.567782034E0,4.398618190E2,-1.068097754E-1
2.617783076E0,4.398241318E2,-1.359524984E-1
2.667784118E0,4.398957427E2,-8.058154104E-2
2.817447937E0,4.398916090E2,-8.377728439E-2
2.867448979E0,4.398519998E2,-1.144022971E-1
2.917450020E0,4.398610843E2,-1.073778722E-1
2.967451062E0,4.397920546E2,-1.607610443E-1
3.017452104E0,4.397968845E2,-1.570253620E-1
3.067453145E0,4.398351480E2,-1.274334135E-1
3.117454187E0,4.399012481E2,-7.632539306E-2
3.167455229E0,4.397798457E2,-1.702044075E-1
3.217456271E0,4.398816025E2,-9.151361480E-2
3.267457312E0,4.398376312E2,-1.255131077E-1
3.317458354E0,4.398235689E2,-1.363878220E-1
3.367459396E0,4.398290006E2,-1.321872817E-1
3.417460437E0,4.398747603E2,-9.680368018E-2
3.467461479E0,4.399106023E2,-6.909407262E-2
3.505661599E0,4.398665125E2,-1.031807351E-1
3.555662641E0,4.399102967E2,-6.933031371E-2
3.605663682E0,4.399009470E2,-7.655815588E-2
3.655664724E0,4.399622526E2,-2.917098513E-2
3.705665766E0,4.398859405E2,-8.815970147E-2
3.755666807E0,4.398398497E2,-1.237975268E-1
3.805667849E0,4.398418154E2,-1.222775525E-1
3.855668891E0,4.398470176E2,-1.182548197E-1
3.905669933E0,4.398512517E2,-1.149807355E-1
3.955670974E0,4.398674144E2,-1.024833978E-1
4.005672016E0,4.399023148E2,-7.550077154E-2
4.055673058E0,4.397728629E2,-1.756056461E-1
4.105674099E0,4.398843455E2,-8.939284677E-2
4.155675141E0,4.398568814E2,-1.106276646E-1
4.113850410E0,4.398375296E2,-1.255916469E-1
4.163851452E0,4.398784141E2,-9.397873456E-2
4.213852493E0,4.398704453E2,-1.001399051E-1
4.263853535E0,4.398265979E2,-1.340453436E-1
4.313854577E0,4.398126929E2,-1.447989620E-1
4.363855618E0,4.398763271E2,-9.559226468E-2
4.413856660E0,4.398267681E2,-1.339137124E-1
4.463857702E0,4.399367380E2,-4.889133297E-2
4.513858744E0,4.398785030E2,-9.390997859E-2
4.563859785E0,4.398391377E2,-1.243481163E-1
4.613860827E0,4.398447290E2,-1.200244674E-1
4.663861869E0,4.400082546E2,6.378407669E-3
4.808826833E0,4.398810023E2,-9.197766355E-2
4.858827875E0,4.399155988E2,-6.523160329E-2
4.908828916E0,4.399318954E2,-5.263441332E-2
4.958829958E0,4.398757670E2,-9.602532898E-2
5.008831000E0,4.398876597E2,-8.683055420E-2
5.058832041E0,4.398581414E2,-1.096533819E-1
5.108833083E0,4.398902509E2,-8.482731336E-2
5.158834125E0,4.399331975E2,-5.162795907E-2
5.208835167E0,4.398951555E2,-8.103554814E-2
5.258836208E0,4.399666247E2,-2.579196877E-2
5.308837250E0,4.398937422E2,-8.212815535E-2
5.358838292E0,4.399141999E2,-6.631303241E-2
5.408839333E0,4.398850500E2,-8.884818311E-2
5.458840375E0,4.398821619E2,-9.108108908E-2
5.510331382E0,4.399505128E2,-3.824443616E-2
5.560332424E0,4.400295216E2,2.281061927E-2
5.610333465E0,4.398871630E2,-8.721455742E-2
5.660334507E0,4.399261376E2,-5.708504809E-2
5.710335549E0,4.399648346E2,-2.717542202E-2
5.760336590E0,4.399746355E2,-1.960100840E-2
5.810337632E0,4.399815870E2,-1.422882669E-2
5.860338674E0,4.399209953E2,-6.106002957E-2
5.910339716E0,4.398951474E2,-8.104177537E-2
5.960340757E0,4.399836883E2,-1.260499093E-2
6.010341799E0,4.400672691E2,5.197272096E-2
6.060342841E0,4.401107609E2,8.556644298E-2
6.110343882E0,4.399805598E2,-1.502264003E-2
6.160344924E0,4.400040084E2,3.097393439E-3
6.213727650E0,4.400106092E2,8.197814109E-3
6.263728692E0,4.399093861E2,-7.003428227E-2
6.313729733E0,4.399245584E2,-5.830577231E-2
6.363730775E0,4.399416928E2,-4.506152457E-2
6.413731817E0,4.399094489E2,-6.998571786E-2
6.463732858E0,4.399367071E2,-4.891521184E-2
6.513733900E0,4.399982234E2,-1.372867700E-3
6.563734942E0,4.399768832E2,-1.786393638E-2
6.613735984E0,4.399514223E2,-3.754144965E-2
6.663737025E0,4.399383504E2,-4.764503683E-2
6.713738067E0,4.400109168E2,8.435516860E-3
6.763739109E0,4.399604795E2,-3.054128265E-2
6.813740150E0,4.400702755E2,5.429510504E-2
6.863741192E0,4.399499941E2,-3.864534984E-2
6.913873553E0,4.400668859E2,5.167667585E-2
6.963874595E0,4.400421457E2,3.256399594E-2
7.013875636E0,4.401641741E2,1.268145114E-1
7.063876678E0,4.400151101E2,1.167558804E-2
7.113877720E0,4.400489419E2,3.781451966E-2
7.163878761E0,4.399017518E2,-7.593600803E-2
7.213879803E0,4.400360911E2,2.788630384E-2
7.263880845E0,4.400229596E2,1.774055506E-2
7.313881887E0,4.400384736E2,2.972698231E-2
7.363882928E0,4.400349273E2,2.698711295E-2
7.413883970E0,4.400346935E2,2.680652786E-2
7.463885012E0,4.401070906E2,8.273170627E-2
7.513886053E0,4.400577601E2,4.462693051E-2
7.563887095E0,4.400132363E2,1.022771765E-2
7.615192738E0,4.400790160E2,6.104687247E-2
7.665193780E0,4.400533807E2,4.124372882E-2
7.715194821E0,4.401540418E2,1.189906518E-1
7.765195863E0,4.400967980E2,7.478199045E-2
7.815196905E0,4.400672334E2,5.194511602E-2
7.865197946E0,4.401070392E2,8.269201143E-2
7.915198988E0,4.400994739E2,7.684879928E-2
7.965200030E0,4.400704186E2,5.440568414E-2
8.015201072E0,4.401209350E2,9.342409287E-2
8.065202113E0,4.400546036E2,4.218845055E-2
8.115203155E0,4.401284012E2,9.919015076E-2
8.165204197E0,4.400260924E2,2.016108400E-2
8.215205238E0,4.401994523E2,1.540523727E-1
8.265206280E0,4.401475244E2,1.139579364E-1
8.312921609E0,4.402203384E2,1.701763103E-1
8.362922651E0,4.400887107E2,6.853533381E-2
8.412923692E0,4.400614548E2,4.748116285E-2
8.462924734E0,4.401595410E2,1.232370179E-1
8.512925776E0,4.402537980E2,1.960035943E-1
8.562926817E0,4.401412556E2,1.091170203E-1
8.612927859E0,4.401169835E2,9.037231684E-2
8.662928901E0,4.400988245E2,7.634722447E-2
8.712929943E0,4.401030983E2,7.964817042E-2
8.762930984E0,4.401760022E2,1.359473206E-1
8.812932026E0,4.400892124E2,6.892291284E-2
8.862933068E0,4.401487740E2,1.149228436E-1
8.912934109E0,4.401474216E2,1.138785075E-1
8.962935151E0,4.401192854E2,9.215013444E-2
9.014215273E0,4.400814794E2,6.294969017E-2
9.064216315E0,4.401960075E2,1.513928904E-1
9.114217356E0,4.402032868E2,1.570127476E-1
9.164218398E0,4.402658688E2,2.053200456E-1
9.214219440E0,4.401887293E2,1.457737354E-1
9.264220481E0,4.402336363E2,1.804413103E-1
